#-----------------------------------------------------------------------------------------------------------------
# Name: Keyword Definition File
# Purpose:
#    - NetStorm core and scenario GUI - Take default value of the keyword
#    - Scenario GUI - To avoid saving of default keywords in the scenario file.
#    - Add check in GUI/netstorm to detect duplicate keyword if it is scalar or vector
#    - Instead netstorm will sort in memory/temp file before parsing.
#    - To validate keyword is valid or not
#    - To get list of all Scenario GUI keywords. 
#         Based on this file Scenario GUI shows all keywords which are marked inGUI=No
#         in this file in ""Run Time Settings - Service Options tab - Other Keywords"
#
# Format:
# Keyword|Order|Type|GroupBased|RunTimeChangable|InGUI|keyFields|DefaultValue|InScenarioProfile|Future2|Future3|Format|Comments
#
# Assumptions:
#
#   Keyword is keyword name e.g. G_KA_PCT
#
#   Order is order in which keyword should appear in scenario file so that nestorm can parse it correctly.
#       1.  These are the sorting order which is used to sort the scenario in this order.
#       2.  If Order of keyword does'nt matter then it is 99999 (Will be added at the end of scenario file)
#       3.  If any newer keyword(order of keyword matters) insert then it has Order lesser than 99999
#
#   Type is Scalar or Vector
#             
#   GroupBased ==>
#       1. Possible values are Yes/No.
#       2. If keyword is group based then keywords second argument must be Group Name or ALL
#
#   RunTimeChangable ==>
#       1. Possible values are Yes/No.
#       2. If Yes then Keyword Values can be changed at run time else not.
#
#   InGUI ==>
#       1. Possible values are Yes/No
#       2. If Yes GUI will use this Keyword.
#
#   KeyFields ==>
#       1. Comma seperated list of key field IDs which is used to check and/or remove duplicates keywords
#       2. Field Id start from the first value of keyword which is 0.
#       3. KeyFields are valid only for vector keywords.
#       4. For group based scalar keywords, group name is a implicit key"
#       5. For group based vector keywords, KeyFields should also have group name field which is 0"
#       e.g.
#       G_SESSION_PACING ALL 2 1 0 1 60000
#       G_SESSION_PACING ALL 2 1 0 1 90000
#       G_SESSION_PACING G1 2 1 0 1 60000
#
#       In this keyword, Field s 0 is a implicit key field"
#       then only first field will be checked for duplicacy.
#       After sorting it should be as follows and second will reported as duplicate keyword:
#       G_SESSION_PACING ALL 2 1 0 1 60000
#       G_SESSION_PACING G1 2 1 0 1 60000 
#
#---------------------------------------------------------------------------------------------------
#
##Global Setting
#
#Scenario Type
REPLAY_FACTOR|2352|Scalar|No|Yes|Yes|-|100 100 100|No|NA|NA|<scen-type>|It describe about three fields.Syntax is:REPLAY_FACTOR  <users_playback_factor> <arrival_time_factor> <inter_page_time_factor>.
REPLAY_RESUME_OPTION|2353|Scalar|No|No|Yes|-|0|No|NA|NA|<scen-type>|To make enable or disable resume property.Option 0 Resume from last stop if any. Otherwise it will start from beginning(Default), option 1 Do not resume from last stop. It will start from the beginning.
REPLAY_PROFILE|99999|Scalar|No|No|Yes|-|default|No|NA|NA|REPLAY_PROFIE default|Keyword used to save replay profile for gui
REPLAY_LOG_FILE|99999|Vector|No|No|Yes|-|-|No|NA|NA|REPLAY_LOG_FILE <FileName> <FileTYPE> <NoOfRows> <FileSize>|Keyword used to save replay log file by gui
REPLAY_PERIOD|99999|Vector|No|No|Yes|-|-|No|NA|NA|REPLAY_PERIOD START <date time>|The start time and end time of replay logs. For Ex:REPLAY_PERIOD<START> <TIME>.

#USE_PROF_PCT|2400|Scalar|No|No|Yes|-|0|NA|NA|NA|TBD|TBD
PROF_PCT_MODE|2000|Scalar|No|No|Yes|-|-|No|NA|NA|TBD|One can configure each group users as PCT mdoe or NUM mode. If PCT mode is chosen than NUM_USERS must be provided.
TARGET_RATE|3400|Scalar|No|No|Yes|-|-|No|NA|NA|TBD|It describe that what target we have to achive.It is used to define the Session Rate per minute.For Ex: TARGET_RATE 100 M For Fixed Session Rate scenario type, it defines 100 sessions per minute.
MAX_USERS|3500|Scalar|No|Yes|Yes|-|0|No|NA|NA|TBD|It's a max user at any time of stamp in FIX_SESSION_RATE scenario. 
G_MAX_USERS|3550|Scalar|Yes|Yes|Yes|-|ALL 0|No|NA|NA|TBD|It's a maximum user of any group at any time of stamp in FIX_SESSION_RATE scenario.
SESSION_RATE_MODE|3600|Scalar|No|No|Yes|-|0|Yes|NA|NA|TBD|Session rate pattern Constant/Random.
NUM_USERS|1920|Scalar|No|No|Yes|-|-|No|NA|NA|TBD|Total number of users in PCT mode scenario
#
#Monitors
PRE_TEST_CHECK_TIMEOUT|7200|Scalar|No|No|Yes|-|60|Yes|NA|NA|TBD|TBD
ENABLE_JAVA_PROCESS_SERVER_SIGNATURE|7210|Scalar|No|No|Yes|-|2 5 300 900|Yes|NA|NA|TBD|To enable server signature on all servers of topology, And to give max retry count, retry threshold in secs & recovery threashold in secs for java process server signature. 0,1,2 modes are for disable enable and auto mode respectively.
POST_TEST_CHECK_TIMEOUT|7300|Scalar|No|No|Yes|-|300|Yes|NA|NA|TBD|TBD

#DISABLE_DVM_VECTOR_LIST
DISABLE_DVM_VECTOR_LIST|99999|Scalar|No|No|Yes|-|1|Yes|NA|NA|DISABLE_DVM_VECTOR_LIST <value>|This keyword is used to disable vector list for DVM. 
DYNAMIC_VECTOR_TIMEOUT|7400|Scalar|No|No|Yes|-|60|Yes|NA|TBD|TBDM
DYNAMIC_VECTOR_MONITOR_RETRY_COUNT|7450|Scalar|No|No|Yes|-|2|Yes|NA|TBD|This kw is to configure dynamic vector monitor retry count
COHERENCE_NID_TABLE_SIZE|7460|Scalar|No|No|Yes|-|256|Yes|NA|TBD|This kw is to configure coherence monitor NodeID table size
SKIP_UNKNOWN_BREADCRUMB|7461|Scalar|No|No|Yes|-|0|Yes|NA|TBD|This is to skip those vectors whose either tier/server/instance not present in topology
#
SERVER_HEALTH|99999|Scalar|No|No|Yes|-|-|Yes|NA|NA|SERVER_HEALTH -S <server_name> -f <config_file> -s <server/Overall> -t <Tier> -i <Instance>|This keyword will enable a monitor which will bring server stats
#
#IP
#IP_VERSION_MODE default mode will be Auto . Therefore setting it to 0 .
G_IP_VERSION_MODE|6700|Scalar|Yes|No|Yes|-|ALL 0|Yes|NA|NA|G_IP_VERSION_MODE <Group> <MODE>|This keyword specifies ip to used . either ipv6 or ipv4. 
G_USE_SRC_IP|6700|Scalar|Yes|No|Yes|-|ALL 0|Yes|NA|NA|TBD|TBD
#SRC_PORT_MODE 0 1000 0
SRC_PORT_MODE|6710|Scalar|No|No|Yes|-|0 1000 0|Yes|NA|NA|TBD|SRC_PORT_MODE <mode for port> <num retries on sckt bind failure> <Action to be taken on failure>
G_SRC_IP_LIST|6600|Vector|Yes|No|Yes|-|-|Yes|NA|NA|TBD|TBD
G_USE_SAME_NETID_SRC|99999|Scalar|Yes|No|Yes|-|ALL 0|Yes|NA|NA|TBD|TBD
#
#General
HEALTH_MONITOR|5200|Scalar|No|No|Yes|-|0|Yes|NA|NA|TBD|TBD
WAN_ENV|5300|Scalar|No|No|Yes|-|0|Yes|NA|NA|TBD|TBD
LOGDATA_PROCESS|5600|Scalar|No|No|Yes|-|1 1|Yes|NA|NA|TBD|TBD
TNAME|5700|Scalar|No|No|Yes|-|Test|No|NA|NA|TBD|Test Name upto 128 chars.
HEALTH_MONITOR_DISK_FREE|5700|Vector|No|No|Yes|-|1 ALL 100 200 300 0|Yes|NA|NA|TBD|This keyword is to check free disk space
HEALTH_MONITOR_INODE_FREE|5700|Vector|No|No|Yes|-|1 ALL 10 20 30 0|Yes|NA|NA|TBD|This keyword is to check free inodes
TX_GROUPING|9999|Scalar|No|No|Yes|-|-|Yes|NA|NA|NA|This keyword is used to add transaction file with group name  
#
#time stamp
TIME_STAMP|5750|Scalar|No|No|Yes|-|0|Yes|NA|NA|TBD|TBD
#
#Logs And Reports
MAX_DEBUG_LOG_FILE_SIZE|6500|Scalar|No|Yes|Yes|-|100|Yes|NA|NA|TBD|Debug log file size. After that it will be moved as .prev & new one will be created.
MAX_ERROR_LOG_FILE_SIZE|6600|Scalar|No|Yes|Yes|-|10|Yes|NA|NA|TBD|Max error log size.
PERCENTILE_REPORT|99999|Scalar|No|No|Yes|-|1 2 300000|Yes|NA|NA|TBD|TBD
PAGE_AS_TRANSACTION|99999|Scalar|No|No|Yes|-|0|Yes|NA|NA|TBD|Each page will be treated as transaction, Second field is for transaction name
DISPLAY_REPORT|99999|Scalar|No|No|Yes|-|0|Yes|NA|NA|TBD|TBD
SHOW_INITIATED|99999|Scalar|No|No|Yes|-|0|Yes|NA|NA|TBD|TBD
REPORT_SET_GEN|99999|Scalar|No|No|No|-|-|Yes|NA|NA|TBD|Report generation using template
NETCLOUD_COMPARE_REPORT|99999|Scalar|No|No|No|-|-|Yes|NA|NA|TBD|Report generation using template name and report for netcloud
DEBUG_LOGGING_WRITER|99999|Scalar|No|No|No|-|0|Yes|NA|NA|TBD|This is to enable/disable logging writer debug
MAX_LOGGING_BUFS|99999|Scalar|No|No|No|-|10000|Yes|NA|NA|TBD|This is to set max logging bufs a NVM can use if shared memory is full.

# Keyword|Order|Type|GroupBased|RunTimeChangable|InGUI|keyFields|DefaultValue|Future1|Future2|Future3|Format|Comments
#
#HTTP Setting
PROGRESS_MSECS|4800|Scalar|No|No|Yes|-|0|Yes|NA|NA|TBD|Progress report interval in msecs.
AUTO_COOKIE|8000|Scalar|No|No|Yes|-|1 0|Yes|NA|NA|TBD|TBD
AUTO_REDIRECT|8400|Scalar|No|No|Yes|-|20 0|Yes|NA|NA|TBD|TBD
DISABLE_COOKIES|8700|Scalar|No|No|Yes|-|0|Yes|NA|NA|TBD|TBD
SSL_ATTACK_FILE|9500|Scalar|No|No|Yes|-|-|Yes|NA|NA|TBD|TBD

#Performance
NUM_NVM|2006|Scalar|No|No|Yes|-|1 CPU 25|Yes|NA|NA|TBD|Number of process forked by netstorm called NVM. Other option is MACHINE.
OPTIMIZE_ETHER_FLOW|99999|Scalar|No|No|Yes|-|0 0 0|Yes|NA|NA|TBD|TBD
HIGH_PERF_MODE|99999|Scalar|No|No|Yes|-|0|Yes|NA|NA|TBD|TBD
READER_RUN_MODE|99999|Scalar|No|No|Yes|-|1 10|Yes|NA|NA|TBD|This keyword is for logging reader running mode. This can be 0, 1 or 2.Second field is time at which reader will check for writing into csv files.
CONTROLLER_IP|99999|Scalar|No|No|No|-|-|Yes|NA|NA|TBD|Controller IP.It will be send to generators
MAX_SOCK|99999|Scalar|No|No|Yes|-|10000|Yes|NA|NA|TBD|TBD
MEMPERF|9900|Scalar|No|No|Yes|-|0|Yes|NA|NA|TBD|TBD
#ND
NET_DIAGNOSTICS_SERVER|99900|Scalar|No|No|Yes|-|0|Yes|NA|NA|TBD|ND Collector, fields: 1. Mode (0/1 - Disable/Enable ND), 2. Port 3. ND Profile name
#ND HOT SPOT MONITOR
ND_ENABLE_HOT_SPOT_MONITOR|99901|Scalar|No|No|Yes|-|1|Yes|NA|NA|ND_ENABLE_HOT_SPOT_MONITOR <value>|With this keyword you can enable and disable ND HotSpot monitor
#ND_ENABLE_NODEJS_SERVER_MONITOR
ND_ENABLE_NODEJS_SERVER_MONITOR|99903|Scalar|No|No|Yes|-|1|Yes|NA|NA|ND_ENABLE_NODEJS_SERVER_MONITOR <value>|With this keyword you can enable and disable ND Nodejs server monitor
#ND_ENABLE_NODEJS_ASYNC_EVENT_MONITOR
ND_ENABLE_NODEJS_ASYNC_EVENT_MONITOR|99907|Scalar|No|No|Yes|-|1|Yes|NA|NA|ND_ENABLE_NODEJS_ASYNC_EVENT_MONITOR <value>|With this keyword you can enable and disable Nodejs Async event monitor
#ND_ENABLE_METHOD_MONITOR <Instance-Name> <Method-Lists>
ND_ENABLE_METHOD_MONITOR_EX|99904|Scalar|No|No|Yes|-|1|Yes|NA|NA|ND_ENABLE_METHOD_MONITOR_EX <Enable/Disable>|With this keyword you can enable and disable ND method monitor
ND_ENABLE_HTTP_HEADER_CAPTURE_MONITOR|99905|Scalar|No|No|Yes|-|1|Yes|NA|NA|ND_ENABLE_HTTP_HEADER_CAPTURE_MONITOR <Enable/Disable>|With this keyword you can enable/disable ND HTTP Header Capture monitor
ND_ENABLE_EXCEPTIONS_MONITOR|99906|Scalar|No|No|Yes|-|1|Yes|NA|NA|ND_ENABLE_EXCEPTIONS_MONITOR <Enable/Disable>|With this keyword you can enable/disable ND Exceptions monitor
ND_ENABLE_BACKEND_CALL_MONITOR|99911|Scalar|No|No|Yes|-|1|Yes|NA|NA|ND_ENABLE_BACKEND_CALL_MONITOR <Enable/Disable>|With this keyword you can enable/disable ND Backend Call Monitor
ND_ENABLE_JVM_THREAD_MONITOR|99912|Scalar|No|No|Yes|-|1|Yes|NA|NA|ND_ENABLE_JVM_THREAD_MONITOR <Enable/Disable>|With this keyword you can enable/disable ND JVM THREAD Monitor
ND_ENABLE_BT_MONITOR|99907|Scalar|No|No|Yes|-|1|Yes|NA|NA|ND_ENABLE_BT_MONITOR <Enable/Disable>|With this keyword you can enable/disable ND BT Monitor
ND_ENABLE_ENTRY_POINT_MONITOR|99908|Scalar|No|No|Yes|-|0|Yes|NA|NA|ND_ENABLE_ENTRY_POINT_MONITOR <Enable/Disable>|With this keyword you can enable/disable ND Entry Point Monitor
ND_ENABLE_DB_CALL_MONITOR|99910|Scalar|No|No|Yes|-|0|Yes|NA|NA|ND_ENABLE_DB_CALL_MONITOR <Enable/Disable>|With this keyword you can enable/disable ND DB Call Monitor
ND_ENABLE_BT_IP_MONITOR|99909|Scalar|No|No|Yes|-|0|Yes|NA|NA|ND_ENABLE_BT_IP_MONITOR <Enable/Disable>|With this keyword you can enable/disable ND BT IP Monitor
ND_ENABLE_NODE_GC_MONITOR|99913|Scalar|No|No|Yes|-|1|Yes|NA|NA|ND_ENABLE_NODE_GC_MONITOR <value>|With this keyword you can enable and disable ND NODE GC Monitor 
ND_ENABLE_EVENT_LOOP_MONITOR|99914|Scalar|No|No|Yes|-|1|Yes|NA|NA|ND_ENABLE_EVENT_LOOP_MONITOR <value>|With this keyword you can enable and disable ND event loop monitor
ND_DATA_VALIDATION|99915|Scalar|No|Yes|Yes|-|0 0 10000 3600000 1200000|Yes|NA|NA|ND_DATA_VALIDATION <0/1> <0/1> <tps_max> <resp_max> <count_max>|This keyword is to validate data coming from ndc. tps_max is 10000, resp_max is 1 hour in MilliSeconds, count_max is 2*60*10000.
ND_ENABLE_MONITOR|99916|Vector|No|No|Yes|-|0|Yes|NA|NA|ND_ENABLE_MONITOR <0/1> <GDF name> <Prgm name>|This keyword is to enable ND monitors according to the gdf name and program name provided with the keyword. 
NDP_NONPREPARED_SQL_METADATA_RETENTION_DAYS|99917|Scalar|No|No|No|-|90|Yes|NA|NA|NDP_NONPREPARED_SQL_METADATA_RETENTION_DAYS <#days>|SQL Non prepared metadata will be cleared from NDSQL table older than these many days
ND_RAWDATA_RETENTION_DAYS|99918|Scalar|No|No|No|-|7|Yes|NA|NA|ND_RAWDATA_RETENTION_DAYS <#days>|ND Raw data will be cleared older than these many days
#vector hash
ENABLE_VECTOR_HASH|2007|Vector|No|No|Yes|-|0 NA 0|Yes|NA|NA|ENABLE_VECTOR_HASH <0/1> <gdf_name> <count>|This keyword is for create hash vector table for given gdf monitor and max count is 2400.
#
#Advance Settings
NVM_DISTRIBUTION|2000|Scalar|No|No|Yes|-|0|Yes|NA|NA|TBD|TBD
#
##Group Based Setting
#
#Think Time
G_PAGE_THINK_TIME|4400|Vector|Yes|Yes|Yes|0,1|ALL ALL 0|Yes|NA|NA|TBD|Introduce delay between two pages.
G_INLINE_DELAY|4400|Vector|Yes|Yes|Yes|0,1|ALL ALL 0|Yes|NA|NA|TBD|Introduce delay between inline urls.
G_CONTINUE_ON_PAGE_ERROR|5400|Vector|Yes|Yes|Yes|0,1|ALL ALL 0|Yes|NA|NA|TBD|For continuing the execution of the pages on page error
G_OVERRIDE_RECORDED_THINK_TIME|4450|Vector|Yes|Yes|Yes|0,1|ALL ALL 0|Yes|NA|NA|TBD|TBD
#
#Page Reload
G_PAGE_RELOAD|4475|Vector|Yes|No|Yes|0,1|-|No|NA|NA|TBD|Reload the page.
G_CLICK_AWAY|4476|Vector|Yes|No|Yes|0,1|-|No|NA|NA|TBD|Click Away the page.
#<group name> <pct-user>  <mode>
G_HTTP_CACHING|4490|Scalar|Yes|No|Yes|-|ALL 0 0 0|Yes|NA|NA|TBD|TBD
#<group name> <mode> <value>
G_HTTP_CACHE_TABLE_SIZE|4491|Scalar|Yes|No|Yes|-|ALL 0 512|Yes|NA|NA|TBD|TBD
#G_HTTP_CACHE_MASTER_TABLE|4492|Scalar|Yes|No|Yes|-|ALL 0 MT1 512|NA|NA|NA|TBD|This keyword is for master cache table feature.
G_HTTP_CACHE_MASTER_TABLE|4492|Scalar|Yes|No|Yes|-|ALL 0|Yes|NA|NA|TBD|This keyword is for master cache table feature.
#<group name> <factor>
G_HTTP_TEST_CACHING|4491|Scalar|Yes|No|No|-|ALL 1 0|Yes|NA|NA|TBD|TBD
G_VUSER_TRACE|4492|Scalar|Yes|No|No|-|ALL 1|Yes|NA|NA|TBD|TBD
#
#Session Pacing
G_SESSION_PACING|2700|Scalar|Yes|Yes|Yes|-|ALL 0|Yes|NA|NA|TBD|Introduce delay between two sessions of a user.
G_FIRST_SESSION_PACING|2710|Scalar|Yes|Yes|Yes|-|ALL 0|Yes|NA|NA|TBD|TBD
G_NEW_USER_ON_SESSION|2720|Scalar|Yes|Yes|Yes|-|ALL 1 0 0|Yes|NA|NA|TBD|1 argument is to create a new user after each session if enabled. 2 argument is to retain value(s) of parameters,cookie after each sesssion if enabled this is applicable only if same user running the next session.
#
#HTTP Setting
#G_IDLE_SECS|4500|Scalar|Yes|Yes|Yes|-|ALL 60|NA|NA|NA|TBD|NotUsed
G_IDLE_MSECS|4501|Scalar|Yes|Yes|Yes|-|ALL 60000 0 60000|Yes|NA|NA|TBD|Url Timeout with response timeOut, least of both will be the actual timer. Taking Response time as max int limit
G_AUTO_FETCH_EMBEDDED|8800|Vector|Yes|Yes|Yes|0,1|ALL ALL 0|Yes|NA|NA|TBD|Fetch inlined/embedded objects from response & hit those one.
G_HTTP_MODE|9599|Scalar|Yes|No|Yes|-|ALL 1|Yes|NA|NA|TBD|This keyword is used to set http version
G_HTTP2_SETTINGS|9599|Scalar|Yes|No|Yes|-|ALL 0 100 1073741824 16384 4096|Yes|NA|NA|TBD|This keyword is used to set HTTP2 settings
G_SMTP_TIMEOUT_GREETING|4521|Scalar|Yes|No|Yes|-|ALL 300000|Yes|NA|NA|TBD|TBD
G_SMTP_TIMEOUT_MAIL|4521|Scalar|Yes|No|Yes|-|ALL 300000|Yes|NA|NA|TBD|TBD
G_SMTP_TIMEOUT_RCPT|4521|Scalar|Yes|No|Yes|-|ALL 300000|Yes|NA|NA|TBD|TBD
G_SMTP_TIMEOUT_DATA_INIT|4521|Scalar|Yes|No|Yes|-|ALL 120000|Yes|NA|NA|TBD|TBD
G_SMTP_TIMEOUT_DATA_BLOCK|4521|Scalar|Yes|No|Yes|-|ALL 180000|Yes|NA|NA|TBD|TBD
G_SMTP_TIMEOUT_DATA_TERM|4521|Scalar|Yes|No|Yes|-|ALL 60000|Yes|NA|NA|TBD|TBD
G_SMTP_TIMEOUT|4521|Scalar|Yes|No|Yes|-|ALL 600000|Yes|NA|NA|TBD|TBD
#
#G_HTTP_HDR
G_HTTP_HDR|99999|Vector|Yes|No|No|0,1,2,4|-|No|NA|NA|TBD|To add additional headers in scenario
#
# pop3 timeout
G_POP3_TIMEOUT|4521|Scalar|Yes|No|Yes|-|ALL 600000|Yes|NA|NA|TBD|TBD
#
# ftp timeout
#
G_FTP_TIMEOUT|4521|Scalar|Yes|No|Yes|-|ALL 600000|Yes|NA|NA|TBD|TBD
# Need to check defualt value & id
G_DNS_TIMEOUT|4521|Scalar|Yes|No|Yes|-|ALL 60000|Yes|NA|NA|TBD|TBD
#
G_LDAP_TIMEOUT|4521|Scalar|Yes|No|Yes|-|ALL 600000|Yes|NA|NA|TBD|TBD
G_IMAP_TIMEOUT|4521|Scalar|Yes|No|Yes|-|ALL 600000|Yes|NA|NA|TBD|TBD
G_JRMI_TIMEOUT|4521|Scalar|Yes|No|Yes|-|ALL 600000|Yes|NA|NA|TBD|TBD
JRMI_CALL_TIMEOUT|4521|Scalar|No|No|Yes|-|10|Yes|NA|NA|TBD|TBD
G_KA_PCT|4600|Scalar|Yes|Yes|Yes|-|ALL 100|Yes|NA|NA|TBD|TBD
G_NUM_KA|4700|Scalar|Yes|Yes|Yes|-|ALL 0 0|Yes|NA|NA|TBD|TBD
G_KA_TIME_MODE|4750|Scalar|Yes|No|Yes|-|ALL 0|Yes|NA|NA|TBD|TBD
G_KA_TIME|4751|Scalar|Yes|No|Yes|-|ALL 10000|Yes|NA|NA|TBD|TBD
G_ENABLE_PIPELINING|4752|Scalar|Yes|No|Yes|-|ALL 0 0|Yes|NA|NA|G_ENABLE_PIPELINING <ALL/GroupName> <enable> <Pipelining depth>|To enable or disable pipelining in Netstorm. Mode values can be 0(Disable)-Default, 1(Enable). Pipeline depth cannot be gr. than 32.
#
G_MAX_URL_RETRIES|4900|Scalar|Yes|Yes|Yes|-|ALL 0 0|Yes|NA|NA|TBD|TBD
G_GET_NO_INLINED_OBJ|5000|Scalar|Yes|Yes|Yes|-|ALL 0|Yes|NA|NA|TBD|TBD
G_NO_VALIDATION |5100|Scalar|Yes|Yes|Yes|-|ALL 0|Yes|NA|NA|TBD|TBD
G_JAVA_SCRIPT|5110|Scalar|Yes|No|Yes|-|ALL 0 0|Yes|NA|NA|TBD|To enable or disable java script engine in Netstorm. Mode values can be 0,1,2
JAVA_SCRIPT_RUNTIME_MEM|5111|Scalar|No|No|Yes|-|0 8 4|Yes|NA|NA|TBD|Java runtime memory for each NVM. first arg is mode, can take values 0 (memory is per NVM) or 1 (memory is per Virtual user), second argument is javascript runtime memory in MB, third argument is javascript stack size in KB
#
G_DISABLE_ACCEPT_HEADER|7500|Scalar|Yes|Yes|Yes|-|ALL 0|Yes|NA|NA|TBD|TBD
G_DISABLE_HOST_HEADER|7600|Scalar|Yes|Yes|Yes|-|ALL 0|Yes|NA|NA|TBD|TBD
G_DISABLE_REUSEADDR|7700|Scalar|Yes|Yes|Yes|-|ALL 1|Yes|NA|NA|TBD|TBD
G_DISABLE_UA_HEADER|7800|Scalar|Yes|Yes|Yes|-|ALL 0|Yes|NA|NA|TBD|TBD
G_DISABLE_CONNECTION_HEADER|7900|Scalar|Yes|Yes|Yes|-|ALL 0|Yes|NA|NA|TBD|TBD
G_USE_RECORDED_HOST_IN_HOST_HDR|8100|Scalar|Yes|Yes|Yes|-|ALL 0|Yes|NA|NA|TBD|TBD
G_DISABLE_ACCEPT_ENC_HEADER|8300|Scalar|Yes|Yes|Yes|-|ALL 0|Yes|NA|NA|TBD|TBD
G_DISABLE_KA_HEADER|8450|Scalar|Yes|Yes|Yes|-|ALL 0|Yes|NA|NA|TBD|TBD
G_DISABLE_ALL_HEADER|8500|Scalar|Yes|Yes|Yes|-|ALL 0|Yes|NA|NA|TBD|TBD
G_ON_EURL_ERR|8600|Scalar|Yes|Yes|Yes|-|ALL 0|Yes|NA|NA|TBD|TBD
#
DISABLE_SCRIPT_COPY_TO_TR|99999|Scalar|No|No|No|-|0|Yes|NA|NA|NA|To decide whether to copy scripts with/without subdirectories or even not to copy
DISABLE_SCRIPT_VALIDATION|99999|Scalar|No|No|No|-|0|Yes|NA|NA|NA|To decide whether scripts will validate or not. Mode can be 0(Enable)-Default, 1-(Disable)
