#------------------------------------------------------------------------------
# Name: standard_monitors.dat
# Purpose:
# This file contains list of standard monitors with gdf name, monitor name, run option, program type,
# server types, two fields for future used and comments. Fields which not present, default value is NA.
# Format: 
# Monitor Name|Gdf Name| Run Option|Program Name with or without path|Program Type|Fixed Arguments|ServerTypes|MonitorType|Comments|show In GUI|Category Name|monitor UI Json|Record Id|Agent type|Config file
#
# Where
#   Monitor name is name of the monitor
#   GDF name is name of the gdf file with extention
#   Run Optin is 1 - Run every time, 2 - Run once
#   Program name is name with or wihtout path
#   Program type is java, shell or binary
#   Fixed arguments are arguments which are hard code and always passed
#   ServerTypes is the comma separated server types where this monitor is supported
#     All means for all server types. It must be one of these
#        Linux, LinuxEx, Solaris,SunOS, AIX_Shared_LPAR, AIX_Dedicated_LPAR, Windows
#   MonitorType is CM(custom monitor) or DVM(dynamic vector monitor). 
#     Default monitor type is CM and converting monitor type "NA" into "CM" internally.
#   Comments - description. Used by GUI
#   Record Id - used by NDC to uniquely identify monitor data from Application Agent
#   Agent type - Type of agent (CMON or BCI) (if NA is provided, agent type will be CMON)
#   Config file - xml / json config file for Mbean / Rest / DB monitors
# 
# Format of MonitorType: <MonitorType><use_lps><use args>
# Monitor Type:
# 	DVM:  for options -X <vector prefix/noprefix> & -L <header/data>
# 	DVM1: for options -v <vector prefix/noprefix> & -o <header/data> 
# 	DVM2: for options -v <vector prefix/noprefix> this is same as old format
# 	DVM3: for options --prefix <vector prefix/noprefix> --operation show-vector/show-data
# use_lps:
# 	0: do not make connection with lps
# 	1: check if lps server is configure then make connection with lps, else make connection with server given in mprof
# 	NOTE: 'cm_service_stats' is the only monitor in which if use_lps is '0' then we check if lps server is configure or not, if not then 
# 	       we first configure lps server then we make connection with lps server. In this case we never make connection with server 
# 	       given in mprof.
# use_args: 
#  	0: do not send prog args in msg which is used to get vector list
#  	1: send prog args in msg which is used to get vector list
#------------------------------------------------------------------------------
#Java GC 
KafkaProducerStats|cm_kafka_producer_stats.gdf|2|cm_kafka_stats|java|-S producer|All|DVM:0:0|Kafka Producer Stats monitors metrics to ensure a steady stream of incoming data.|Yes|Apache Kafka|KafkaMonitor.json
KafkaProducerTopicStats|cm_kafka_producer_topic_stats.gdf|2|cm_kafka_stats|java|-S topic|All|DVM:0:0|Kafka Producer Topic Stats monitors metrics related to producer's behavior regarding to each related topic.|Yes|Apache Kafka|KafkaMonitor.json
KafkaConsumerStats|cm_kafka_consumer_stats.gdf|2|cm_kafka_stats|java|-S consumer|All|DVM:0:0|Kafka Consumer Stats monitors metrics related to consumer messaging policy.|Yes|Apache Kafka|KafkaMonitor.json
KafkaTopicStats|cm_kafka_topics_stats.gdf|2|cm_kafka_topic_stats|shell|NA|All|DVM:0:0|Kafka Topic Stats monitors metrics related to topic messaging policy.|Yes|Apache Kafka|KafkaMonitor.json
KafkaBrokerTopicStats|cm_kafka_broker_topic_stats.gdf|2|cm_kafka_stats|java|-S brokertopic|All|DVM:0:0|Kafka Broker Topic Stats monitors metrics related to broker's topic messaging policy.|Yes|Apache Kafka|KafkaMonitor.json
KafkaConsumerExtendedStats|cm_kafka_consumer_stats_ex.gdf|2|cm_kafka_stats|java|-S consumer -V|All|DVM:0:0|Kafka Consumer Extended Stats monitors metrics related to consumer messaging policy|Yes|Apache Kafka|KafkaMonitor.json
KafkaMirrorTopicFatcherManagerStats|cm_kafka_mirror_topic_fatcher_manager_stats.gdf|2|cm_kafka_stats|java|-S topicfetchMetric|All|DVM:0:0|Kafka Mirror Topic Fetcher Manager Stats provides topic level metrices.|Yes|Apache Kafka|KafkaMonitor.json
KafkaBrokerServiceStats|cm_kafka_broker_service_stats.gdf|2|cm_kafka_stats|java|-S brokerService|All|DVM:0:0|Provides metrics related to kafka broker service stats.|Yes|Apache Kafka|KafkaMonitor.json
KafkaLogFlushStats|cm_kafka_broker_log_flush_stats.gdf|2|cm_kafka_stats|java|-S logFlush|All|CM|Provides metrics related to kafka broker log flush stats.|Yes|Apache Kafka|KafkaMonitorJMX.json
#Windows HTTP Request Queue Monitor
HttpServiceRequestQueueStats|cm_win_http_service_request_queue_stats.gdf|2|CavMonCScript.exe /nologo wmi_http_service_request_queue_stats.vbs|vbs|/ver:v2.0|Windows|DVM:0:0:1|Http Service Request Queue Stats monitor metrics related to requests that are queued by the HTTP Service.|Yes|Windows Process And Thread|WindowsMonitorWithNoteJava.json
#Windows HTTP Request Queue Monitor for CavWMON
HttpServiceRequestQueueStatsV2|cm_win_http_service_request_queue_statsV2.gdf|2|CavMonCScript.exe /nologo wmi_http_service_request_queue_stats.vbs|vbs|/ver:v2.0|Windows|DVM:0:0:1|Http Service Request Queue Stats monitor metrics related to requests that are queued by the HTTP Service.|Yes|Windows Process And Thread|WindowsMonitor.json

#Windows CPU Load Info Monitor
WindowsCPULoad|cm_windows_cpu_load_stats.gdf|2|cm_windows_cpu_load_info|java|-V v2.0|All|DVM:0:0:1|Windows Cpu Load Monitor (Cmon).|Yes|Windows System|WindowsCPULoad.json
#Apache Nifi Monitor Stats
ApacheNifiControllerStats|cm_apache_nifi_controller_stats.gdf|2|cm_apache_nifi_stats|java|-s controller|All|DVM:0:0|Apache Nifi Controller Stats monitor the all component stats.|Yes|Apache Nifi|ApacheNifiMonitor.json
ApacheNifiProcessGroupStats|cm_apache_nifi_process_group_stats.gdf|2|cm_apache_nifi_stats|java|-s processGroup|All|DVM:0:0|Apache Nifi Process group stats monitor the process group stats.|Yes|Apache Nifi|ApacheNifiMonitor.json
ApacheNifiProcessorStats|cm_apache_nifi_processor_stats.gdf|2|cm_apache_nifi_stats|java|-s processor|All|DVM:0:0|Apache Nifi Processor stats monitor the bytes transfer by processor etc.|Yes|Apache Nifi|ApacheNifiMonitor.json
ApacheNifiConnectionStats|cm_apache_nifi_connection_stats.gdf|2|cm_apache_nifi_stats|java|-s connection|All|DVM:0:0|Apache Nifi Connection stats monitor the bytes transfer , bytes queued on connection etc.|Yes|Apache Nifi|ApacheNifiMonitor.json
ApacheNifiPortStats|cm_apache_nifi_port_stats.gdf|2|cm_apache_nifi_stats|java|-s port|All|DVM:0:0|Apache Nifi Port stats monitor the bytes in , bytes out on port etc.|Yes|Apache Nifi|ApacheNifiMonitor.json
#Oracle Database Monitors
OracleActivityStats|cm_oracle_db_activity_stats.gdf|2|cm_oracle_db_stats|java|-t Activity|All|CM|Oracle Activity monitors metrics related to Oracle database session, transactions, execution operations etc.|Yes|Oracle|OracleDB.json
OracleEfficiencyStats|cm_oracle_db_efficiency_stats.gdf|2|cm_oracle_db_stats|java|-t Efficiency|All|CM|Oracle Efficiency monitors metrics related to key cpu time, wait time, response time etc.|Yes|Oracle|OracleDB.json
OracleResourceUsageStats|cm_oracle_db_resource_utilization_stats.gdf|2|cm_oracle_db_stats|java|-t ResourceUtilization|All|CM|Oracle Resource Utilization Stats monitors metrics related to resource consumption of Oracle.|Yes|Oracle|OracleDB.json
OracleWaitEventStats|cm_oracle_db_waitevents_stats.gdf|2|cm_oracle_db_stats|java|-t waitclass|All|CM|Oracle waitclass breakdown monitors metrics related to Oracle administrative active session, application active session etc.|Yes|Oracle|OracleDB.json

#This monitor has been deprecated so we are commenting the entry of this monitor. We have converted this monitor into java monitor.
#OracleSQLStats|cm_oracle_sql_stats.gdf|2|cm_oracle_sql_stats|shell|NA|Linux,LinuxEx|CM|Oracle sql stats monitor.|Yes|Oracle|OracleSqlStats.json

#Oracle SQL Stats Java Monitor
OracleSQLStats|cm_oracle_sql_stats.gdf|2|cm_generic_db_monitor|java|-c oracle.jdbc.driver.OracleDriver -q "select%20SUM(EXECUTIONS)%2C%20SUM(EXECUTIONS)%2C%20AVG(ELAPSED_TIME)%2F1000%20from%20v%24sql" -T custom|All|CM|Oracle sql stats java monitor.|Yes|Oracle|OracleSqlStats.json

#Oracle SQL Stats V1
OracleSQLStatsV1|cm_oracle_sql_stats.gdf|2|cm_db_monitor_stats|java|-m oracle|All|DVM:0:0:1|Oracle sql stats java monitor.|Yes|Oracle|Oracle.json|10|CMON|OracleSQLStatsV1.json

#Oracle Efficiency Stats V1
OracleEfficiencyStatsV1|cm_oracle_db_efficiency_stats.gdf|2|cm_db_monitor_stats|java|-m oracle|All|DVM:0:0:1|Oracle Efficiency monitors metrics related to key cpu time, wait time, response time etc.|Yes|Oracle|Oracle.json|10|CMON|OracleEfficiencyStatsV1.json

#Oracle Wait Events Stats V1
OracleWaitEventsStatsV1|cm_oracle_db_waitevents_stats.gdf|2|cm_db_monitor_stats|java|-m oracle|All|DVM:0:0:1|Oracle waitclass breakdown monitors metrics related to Oracle administrative active session, application active session etc.|Yes|Oracle|Oracle.json|10|CMON|OracleWaitEventStatsV1.json

#Oracle Activity Stats V1
OracleActivityStatsV1|cm_oracle_db_activity_stats_v1.gdf|2|cm_db_monitor_stats|java|-m oracle|All|DVM:0:0:1|Oracle Activity monitors metrics related to Oracle database transactions, execution operations etc.|Yes|Oracle|Oracle.json|10|CMON|OracleActivityStatsV1.json

#Oracle Resource Usage Stats V1
OracleResourceUsageStatsV1|cm_oracle_db_resource_utilization_stats_v1.gdf|2|cm_db_monitor_stats|java|-m oracle|All|DVM:0:0:1|Oracle Resource Utilization Stats monitors metrics related to resource consumption of Oracle.|Yes|Oracle|Oracle.json|10|CMON|OracleResourceUtilizationStatsV1.json

#Oracle Db Session Stats
OracleDBSessionStats|cm_oracle_db_session_stats.gdf|2|cm_db_monitor_stats|java|-m oracle|All|DVM:0:0:1|Oracle Session Stats monitors metrics related to Oracle sessions.|Yes|Oracle|Oracle.json|10|CMON|OracleDbSessionStats.json

#PinpadProcessStats
PinpadProcessStats|cm_pin_pad_process_stats.gdf|2|cm_pin_pad_process_stats|shell|NA|Linux,LinuxEx|DVM:0:1|Pin Pad Process Stats|Yes|Pinpad|PinPadProcessStats.json

#IBM Cloudant Monitor
CloudantStats|cm_ibm_cloudant_stats.gdf|2|cm_ibm_cloudant_stats|java|NA|All|CM|Cloudant monitor provide stats related to disk usage, response time, 2xx requests, 3xx requests etc.|Yes|IBM Cloudant|IBMCloudantStats.json
#JAVA GC IBM JXM
JavaGCIBMJMX|cm_java_gc_jmx_ibm.gdf|2|cm_java_gc_jmx|java|-j IBM|All|NA|Detailed Java Garbage Collector monitor for IBM JVM. It monitors number of Java GC, time used in GC  for Young and Tenured GC and Total GC Collections.It does not show those field which do not fetch data for IBM JVM.|Yes|Java GC|JMXBasedExtendedMonitor.json
#IBM DB2 Monitors
DB2BufferPoolStats|cm_db2_buffer_pool_stats.gdf|2|cm_ibm_db2_stats|java|-t BufferPool|All|CM|DB2 Buffer Pool Stats provide health metrics related to Physical Writes, Logical Writes, Physical Reads etc.|Yes|IBM DB2|IBMDB2.json
DB2TransactionStats|cm_db2_transaction_stats.gdf|2|cm_ibm_db2_stats|java|-t Transaction|All|CM|DB2 Transaction Stats provides metrics related to transaction, rollback, deadlock etc.|Yes|IBM DB2|IBMDB2.json
DB2CacheStats|cm_db2_cache_stats.gdf|2|cm_ibm_db2_stats|java|-t Cache|All|CM|DB2 Cache Stats provide metrics related to cache look-ups, inserts, overflows etc.|Yes|IBM DB2|IBMDB2.json
DB2IOActivityStats|cm_db2_io_activity_stats.gdf|2|cm_ibm_db2_stats|java|-t IOActivity|All|CM|DB2 IO Activity Stats provide metrics related to read, write, read request, write request etc.|Yes|IBM DB2|IBMDB2.json
DB2ConnectionStats|cm_db2_connection_stats.gdf|2|cm_ibm_db2_stats|java|-t Connection|All|CM|DB2 Connection Stats provide metrics related to maximum connections, connection per sec, secondary connection etc.|Yes|IBM DB2|IBMDB2.json
DB2LogStats|cm_db2_log_stats.gdf|2|cm_ibm_db2_stats|java|-t logActivity|All|CM|DB2 Log Stats provides metrics related to Used Log Size, Log Read Pages per Sec, Log Write Pages per sec etc.|Yes|IBM DB2|IBMDB2.json
#BATCH JOB MONITOR
MacysBatchJobLogStats|cm_macys_batch_job_log_stats.gdf|2|cm_macys_batch_job_log_stats|java|NA|All|CM|Macys Batch Job log stats.
#Postgres DB Monitor
PostgreSQLDBActivityStats|cm_postgreSQL_db_stats.gdf|2|cm_generic_db_monitor|java|NA|All|DVM:0:0:1|PostgreSQL DB Activityprovides metrics related to activity in the database.|Yes|PostgreSQL|postgreSQLStatsWithoutInstance.json|10|CMON|PostgreSQLDatabaseStats.json
PostgreSQLIOActivityStats|cm_postgreSQL_io_activity_stats.gdf|2|cm_generic_db_monitor|java|NA|All|DVM:0:0:1|PostgreSQL IO activity stats provides metrics related to IO activity in the database.|Yes|PostgreSQL|postgreSQLStatsWithoutInstance.json|10|CMON|PostgreSQLIOActivityStats.json
PostgreSQLBGWriterStats|cm_postgreSQL_bgwriter_stats.gdf|2|cm_generic_db_monitor|java|NA|All|DVM:0:0:1|PostgreSQL background writer stats provides metrics related to background writer activity in the database.|Yes|PostgreSQL|postgreSQLStatsWithoutInstance.json|10|CMON|PostgreSQLBgwriterStats.json
#PostgreSQLAccesslog|NA_mssql_query_execution_stats.gdf|2|cm_postgres_accesslog|java|NA|All|CM|PostgreSQL Access Log Stats.|Yes|PostgreSQL|PostgreSQLAccesslog.json
PostgreSQLAccesslog|NA_genericDB_postgres_accesslog_stats.gdf|2|cm_postgres_accesslog|java|NA|All|DVM:1:0|PostgreSQL Access Log Stats.|Yes|PostgreSQL|PostgreSQLAccesslog.json|10|CMON|PostgreSQLAccessLog.json
PostgreSQLLocksStats|NA_genericDB_postgres_locks_stats.gdf|2|cm_db_monitor_stats|java|-m postgresql -s locks_stats|All|DVM:1:0|PostgreSQL Locks Stats.|Yes|PostgreSQL|PostgresdbStats.json|10|CMON|PostgresSQLLocksStats.json
PostgreSQLConnectionStats|NA_genericDB_postgres_connection_stats.gdf|2|cm_db_monitor_stats|java|-m postgresql -s connection_stats|All|DVM:1:0|PostgreSQL Connection Stats.|Yes|PostgreSQL|PostgresdbStats.json|10|CMON|PostgresSQLConnectionStats.json
PostgreSQLSessionStats|NA_genericDB_postgres_session_stats.gdf|2|cm_db_monitor_stats|java|-m postgresql -s session_stats|All|DVM:1:0|PostgreSQL Session Stats.|Yes|PostgreSQL|PostgresdbStats.json|10|CMON|PostgresSQLSessionStats.json    
PostgreSQLTempDBStats|cm_postgres_tempdb.gdf|2|cm_db_monitor_stats|java|-m postgresql -s tempdb_stats|All|DVM:0:0:1|PostgreSQL TempDB Stats.|Yes|PostgreSQL|PostgresdbStats.json|10|CMON|PostgresSQLTempFilesStats.json
PostgreSQLExecutionStats|NA_genericDB_postgres_execution_stats.gdf|2|cm_db_monitor_stats|java|-m postgresql -s execution_stats -q select%20name%2C%20setting%20from%20pg_settings%20where%20name%20%3D%20%27pg_stat_statements.max%27%3B|All|DVM:1:0|PostgreSQL Execution Stats.|Yes|PostgreSQL|PostgresdbExecStats.json|10|CMON|PostgresSQLQueryExecutionStats.json
PostgreSQLBlockingStats|NA_genericDB_postgres_blocking_stats.gdf|2|cm_db_monitor_stats|java|-m postgresql -s blocking_stats|All|DVM:1:0|PostgreSQL Blocking Stats.|Yes|PostgreSQL|PostgresdbStats.json|10|CMON|PostgresSQLBlockingStats.json
PostgreSQLDetailIOActivityStats|NA_genericDB_postgres_io_activity_stats.gdf|2|cm_db_monitor_stats|java|--monType postgresql --statsName file_stats --dbQuery select%20%0A%09%27pg_statio_all_tables%27%20as%20name%2C%20%0A%09count(*)%20%7C%7C%20%27%27%20as%20data%0Afrom%20pg_statio_all_tables%20%20%0Awhere%20(heap_blks_read%20!%3D%200%20and%20heap_blks_read%20is%20not%20null)%20or%20%0A%09%20%20(heap_blks_hit%20!%3D%200%20and%20heap_blks_hit%20is%20not%20null)%20or%0A%09%20%20(idx_blks_read%20!%3D%200%20and%20idx_blks_read%20is%20not%20null)%20or%0A%09%20%20(idx_blks_hit%20!%3D%200%20and%20idx_blks_hit%20is%20not%20null)%20or%0A%09%20%20(toast_blks_read%20!%3D%200%20and%20toast_blks_read%20is%20not%20null)%20or%0A%09%20%20(toast_blks_hit%20!%3D%200%20and%20toast_blks_hit%20is%20not%20null)%20or%0A%09%20%20(tidx_blks_read%20!%3D%200%20and%20tidx_blks_read%20is%20not%20null)%20or%0A%09%20%20(tidx_blks_hit%20!%3D%200%20and%20tidx_blks_hit%20is%20not%20null)%3B|All|DVM:1:0|PostgreSQL IO Activity Stats.|Yes|PostgreSQL|PostgresdbStats.json|10|CMON|PostgreSQLDetailIOActivity.json

#AWS Kafka
AWSMSKStats|cm_aws_kafka_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/Kafka|All|DVM:0:0:1|AWS Kafka stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSKafkaCloudWatch.json

#AWS SageMaker
AWSSageMakerEndpointInstanceStats|cm_aws_sagemaker_endpoint_instance_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N /aws/sagemaker/Endpoints|All|DVM:0:0:1|AWS SageMaker stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSSageMakerEndpointInstanceCloudWatch.json
AWSSageMakerEndpointInvocationStats|cm_aws_sagemaker_endpoint_invocation_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N aws/sagemaker|All|DVM:0:0:1|AWS SageMaker stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSSageMakerEndpointInvocationCloudWatch.json
AWSSageMakerEndpointModelInstanceStats|cm_aws_sagemaker_endpoint_model_instance_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N aws/sagemaker/Endpoints|All|DVM:0:0:1|AWS SageMaker stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSSageMakerEndpointModelInstanceCloudWatch.json
AWSSageMakerEndpointModelLoadingStats|cm_aws_sagemaker_endpoint_model_loading_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N aws/SageMaker|All|DVM:0:0:1|AWS SageMaker stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSSageMakerEndpointModelLoadingCloudWatch.json
AWSSageMakerLabelingJobStats|cm_aws_sagemaker_labeling_job_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N /aws/sagemaker/LabelingJobs|All|DVM:0:0:1|AWS SageMaker stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSSageMakerLabelingJobCloudWatch.json
AWSSageMakerProcessingJobStats|cm_aws_sagemaker_processing_job_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N /aws/sagemaker/ProcessingJobs|All|DVM:0:0:1|AWS SageMaker stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSSageMakerProcessingJobCloudWatch.json
AWSSageMakerTrainingJobStats|cm_aws_sagemaker_training_job_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N /aws/sagemaker/TrainingJobs|All|DVM:0:0:1|AWS SageMaker stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSSageMakerTrainingJobCloudWatch.json
AWSSageMakerTransformJobStats|cm_aws_sagemaker_transform_job_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N /aws/sagemaker/TransformJobs|All|DVM:0:0:1|AWS SageMaker stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSSageMakerTransformJobCloudWatch.json

#AWS MediaTailor
AWSMediaTailorStats|cm_aws_mediatailor_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/MediaTailor|All|DVM:0:0:1|AWS MediaTailor stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSMediaTailorCloudWatch.json

#AWS X-Ray
AWSXRayStats|cm_aws_xray_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/X-Ray|All|DVM:0:0:1|AWS XRay stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSXRayCloudWatch.json

#AWS GameLift
AWSGameLiftFleetStats|cm_aws_gamelift_fleet_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/GameLift|All|DVM:0:0:1|AWS GameLift stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSGameLiftFleetCloudWatch.json
AWSGameLiftFleetGroupStats|cm_aws_gamelift_fleetgroup_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/GameLift|All|DVM:0:0:1|AWS GameLift stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSGameLiftFleetGroupCloudWatch.json

#AWS IoT (Internet of Things)
AWSIoTJobStats|cm_aws_iot_job_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/IoT|All|DVM:0:0:1|AWS IoT (Internet of Things) stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSIoTJobCloudwatch.json
AWSIoTDeviceDefenderAuditStats|cm_aws_iot_device_defender_audit_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/IoT|All|DVM:0:0:1|AWS IoT (Internet of Things) stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSIoTDeviceDefenderAuditCloudWatch.json
AWSIoTProtocolStats|cm_aws_iot_protocol_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/IoT|All|DVM:0:0:1|AWS IoT (Internet of Things) stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSIoTProtocolCloudWatch.json
AWSIoTRuleStats|cm_aws_iot_rule_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/IoT|All|DVM:0:0:1|AWS IoT (Internet of Things) stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSIoTRuleCloudWatch.json
AWSIoTRuleAuditStats|cm_aws_iot_rule_audit_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/IoT|All|DVM:0:0:1|AWS IoT (Internet of Things) stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSIoTRuleActionCloudWatch.json

#AWS VPC
AWSVPCNATGatewayStats|cm_aws_vpc_nat_gateway_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/NATGateway|All|DVM:0:0:1|AWS VPC NAT Gateway stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSNATGatewayCloudWatch.json

#AWS TransitGateway
AWSTransitGatewayStats|cm_aws_transitgateway_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/TransitGateway|All|DVM:0:0:1|AWS TransitGateway stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSTransitGatewayCloudWatch.json
AWSTransitGatewayAttachmentStats|cm_aws_transitgateway_attachment_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/TransitGateway|All|DVM:0:0:1|AWS TransitGateway stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSTransitGatewayAttachmentCloudWatch.json

#AWS Elasticsearch
AWSElasticsearchClientDomainStats|cm_aws_elasticsearch_client_domain_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/ES|All|DVM:0:0:1|AWS Elasticsearch stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSElasticsearchClientDomainCloudWatch.json
AWSElasticsearchClientDomainNodeStats|cm_aws_elasticsearch_client_domain_node_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/ES|All|DVM:0:0:1|AWS Elasticsearch stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSElasticsearchClientDomainNodeCloudWatch.json

#AWS CloudHSM
AWSCloudHSMStats|cm_aws_cloudhsm_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/CloudHSM|All|DVM:0:0:1|AWS CloudHSM stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSCloudHSMCloudWatch.json
AWSCloudHSMClusterHsmIdStats|cm_aws_cloudhsm_cluster_hsm_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/CloudHSM|All|DVM:0:0:1|AWS CloudHSM stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSCloudHSMClusterHsmId.json

#AWS Logs
AWSLogsStats|cm_aws_logs_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/Logs|All|DVM:0:0:1|AWS Logs stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSLogsCloudWatch.json
AWSLogsGroupStats|cm_aws_logs_group_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/Logs|All|DVM:0:0:1|AWS Logs stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSLogsGroupCloudWatch.json
AWSLogsGroupDestinationStats|cm_aws_logs_group_dest_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/Logs|All|DVM:0:0:1|AWS Logs stats.|No|AWS|AmazonCloudwatch.json|10|CMON|AWSLogsGroupDestCloudWatch.json

#AWS Connect
AWSConnectInstanceIdStats|cm_aws_connect_instanceid_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/Connect|All|DVM:0:0:1|AWS Connect Stats|No|AWS|AmazonCloudwatch.json|10|CMON|AWSConnectInstIdCloudWatch.json
AWSConnectInstanceIdGroupStats|cm_aws_connect_instanceid_group_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/Connect|All|DVM:0:0:1|AWS Connect Stats|No|AWS|AmazonCloudwatch.json|10|CMON|AWSConnectInstIdGroupCloudWatch.json
AWSConnectInstanceIdGroupQueueStats|cm_aws_connect_instanceid_group_queue_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/Connect|All|DVM:0:0:1|AWS Connect Stats|No|AWS|AmazonCloudwatch.json|10|CMON|AWSConnectInstIdGroupQueueCloudWatch.json
AWSConnectInstanceIdGroupContactFlowStats|cm_aws_connect_instanceid_group_contactflow_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/Connect|All|DVM:0:0:1|AWS Connect Stats|No|AWS|AmazonCloudwatch.json|10|CMON|AWSConnectInstIdGroupContactFlowCloudWatch.json
AWSConnectInstanceIdSignKeyStats|cm_aws_connect_instanceid_signingkey_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/Connect|All|DVM:0:0:1|AWS Connect Stats|No|AWS|AmazonCloudwatch.json|10|CMON|AWSConnectInstIdSignKeyCloudWatch.json
AWSConnectConnectionStats|cm_aws_connect_connection_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/Connect|All|DVM:0:0:1|AWS Connect Stats|No|AWS|AmazonCloudwatch.json|10|CMON|AWSConnectConnectionCloudWatch.json

#AWS ElasticMapReduce
AWSElasticMapReduceStats|cm_aws_elasticmapreduce_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/ElasticMapReduce|All|DVM:0:0:1|AWS ElasticMapReduce Stats|No|AWS|AmazonCloudwatch.json|10|CMON|AWSElasticMapReduceCloudWatch.json

#AWS MediaPackage
AWSMediaPackageStats|cm_aws_media_package_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/MediaPackage|All|DVM:0:0:1|AWS MediaPackage Stats|No|AWS|AmazonCloudwatch.json|10|CMON|AWSMediaPackageCloudWatch.json
AWSMediaPackageChannelStats|cm_aws_media_package_channel_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/MediaPackage|All|DVM:0:0:1|AWS MediaPackage Stats|No|AWS|AmazonCloudwatch.json|10|CMON|AWSMediaPackageChannelCloudWatch.json
AWSMediaPackageChannelIngestStats|cm_aws_media_package_channel_ingest_stats.gdf|2|cm_amazon_cloudwatch_monitor|java|-N AWS/MediaPackage|All|DVM:0:0:1|AWS MediaPackage Stats|No|AWS|AmazonCloudwatch.json|10|CMON|AWSMediaPackageChannelIngest.json
